sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
1511,a small pentagon is to the right of a medium cube,pentagon,red,small,to the right of,cube,yellow,medium,5
1512,a medium purple circle is inside a medium yellow square,circle,purple,medium,inside,square,yellow,medium,1
1513,there is a medium green oval next to a small red sphere,oval,green,medium,next to,sphere,red,small,2
1514,a large hexagon is above a large triangle,hexagon,brown,large,above,triangle,grey,large,5
1515,a small green sphere is inside a large blue sphere,sphere,green,small,inside,sphere,blue,large,1
1516,a small green sphere is positioned inside a large pink oval,sphere,green,small,inside,oval,pink,large,6
1517,a large pink pentagon is inside a medium yellow triangle,pentagon,pink,large,inside,triangle,yellow,medium,1
1518,one large blue square is inside one medium pink triangle,square,blue,large,inside,triangle,pink,medium,3
1519,a yellow triangle is below a brown square,triangle,yellow,medium,below,square,brown,small,4
1520,one small orange oval is above one large yellow sphere,oval,orange,small,above,sphere,yellow,large,3
1521,a medium red oval is positioned to the right of a medium brown cube,oval,red,medium,to the right of,cube,brown,medium,6
1522,a large pink cylinder is below a small orange square,cylinder,pink,large,below,square,orange,small,1
1523,one medium orange hexagon is next to one medium orange sphere,hexagon,orange,medium,next to,sphere,orange,medium,3
1524,one small purple square is above one medium purple triangle,square,purple,small,above,triangle,purple,medium,3
1525,one small grey circle is below one medium red sphere,circle,grey,small,below,sphere,red,medium,3
1526,a medium green triangle is positioned to the left of a small grey pentagon,triangle,green,medium,to the left of,pentagon,grey,small,6
1527,a medium blue hexagon is to the left of a small blue square,hexagon,blue,medium,to the left of,square,blue,small,1
1528,a large purple sphere is positioned next to a medium yellow rectangle,sphere,purple,large,next to,rectangle,yellow,medium,6
1529,one medium purple cylinder is to the right of one medium purple hexagon,cylinder,purple,medium,to the right of,hexagon,purple,medium,3
1530,an orange cube is above a pink pentagon,cube,orange,small,above,pentagon,pink,large,4
1531,a medium grey hexagon is to the left of a large brown square,hexagon,grey,medium,to the left of,square,brown,large,1
1532,a large yellow cube is to the right of a medium orange cube,cube,yellow,large,to the right of,cube,orange,medium,1
1533,a small pink cylinder is positioned above a small brown pentagon,cylinder,pink,small,above,pentagon,brown,small,6
1534,a blue pentagon is below a brown cylinder,pentagon,blue,small,below,cylinder,brown,small,4
1535,a medium pentagon is to the right of a small square,pentagon,pink,medium,to the right of,square,yellow,small,5
1536,a large pentagon is below a large rectangle,pentagon,yellow,large,below,rectangle,grey,large,5
1537,a large sphere is above a small cylinder,sphere,blue,large,above,cylinder,blue,small,5
1538,a medium grey hexagon is next to a large blue square,hexagon,grey,medium,next to,square,blue,large,1
1539,one small orange oval is to the right of one large grey cube,oval,orange,small,to the right of,cube,grey,large,3
1540,there is a large red cylinder to the right of a medium yellow square,cylinder,red,large,to the right of,square,yellow,medium,2
1541,a medium orange sphere is next to a large pink hexagon,sphere,orange,medium,next to,hexagon,pink,large,1
1542,a grey square is below a green circle,square,grey,medium,below,circle,green,medium,4
1543,a small blue oval is below a large purple rectangle,oval,blue,small,below,rectangle,purple,large,1
1544,a medium grey oval is to the right of a small green circle,oval,grey,medium,to the right of,circle,green,small,1
1545,there is a large brown cylinder to the right of a large orange triangle,cylinder,brown,large,to the right of,triangle,orange,large,2
1546,there is a medium blue square above a small pink cylinder,square,blue,medium,above,cylinder,pink,small,2
1547,one small brown cylinder is next to one small blue square,cylinder,brown,small,next to,square,blue,small,3
1548,a small brown circle is to the right of a medium red oval,circle,brown,small,to the right of,oval,red,medium,1
1549,a medium orange triangle is positioned to the left of a medium blue square,triangle,orange,medium,to the left of,square,blue,medium,6
1550,a large yellow cylinder is to the left of a medium blue triangle,cylinder,yellow,large,to the left of,triangle,blue,medium,1
1551,a large green square is positioned above a small red oval,square,green,large,above,oval,red,small,6
1552,a large grey triangle is positioned inside a medium brown cube,triangle,grey,large,inside,cube,brown,medium,6
1553,a medium hexagon is above a medium square,hexagon,orange,medium,above,square,blue,medium,5
1554,one large brown oval is inside one small pink square,oval,brown,large,inside,square,pink,small,3
1555,a small blue cylinder is positioned below a small red triangle,cylinder,blue,small,below,triangle,red,small,6
1556,a large pentagon is to the left of a small square,pentagon,yellow,large,to the left of,square,purple,small,5
1557,a medium brown pentagon is positioned below a large brown triangle,pentagon,brown,medium,below,triangle,brown,large,6
1558,there is a medium purple sphere inside a medium red circle,sphere,purple,medium,inside,circle,red,medium,2
1559,there is a medium green pentagon above a small purple square,pentagon,green,medium,above,square,purple,small,2
1560,a blue triangle is to the left of a red hexagon,triangle,blue,medium,to the left of,hexagon,red,large,4
1561,there is a medium purple cylinder to the right of a small brown rectangle,cylinder,purple,medium,to the right of,rectangle,brown,small,2
1562,a yellow oval is to the right of a yellow pentagon,oval,yellow,large,to the right of,pentagon,yellow,small,4
1563,a large pink cylinder is inside a medium pink sphere,cylinder,pink,large,inside,sphere,pink,medium,1
1564,a red circle is next to a green square,circle,red,large,next to,square,green,medium,4
1565,a small green sphere is inside a medium brown pentagon,sphere,green,small,inside,pentagon,brown,medium,1
1566,a small pink sphere is inside a medium grey square,sphere,pink,small,inside,square,grey,medium,1
1567,there is a large blue pentagon to the left of a large green rectangle,pentagon,blue,large,to the left of,rectangle,green,large,2
1568,a small brown square is next to a medium purple cylinder,square,brown,small,next to,cylinder,purple,medium,1
1569,there is a small grey circle above a small blue hexagon,circle,grey,small,above,hexagon,blue,small,2
1570,a large cube is next to a large triangle,cube,orange,large,next to,triangle,grey,large,5
1571,a large pink cube is inside a large red triangle,cube,pink,large,inside,triangle,red,large,1
1572,a small hexagon is next to a medium cylinder,hexagon,green,small,next to,cylinder,yellow,medium,5
1573,a medium cube is above a small pentagon,cube,grey,medium,above,pentagon,purple,small,5
1574,a large hexagon is next to a large square,hexagon,brown,large,next to,square,grey,large,5
1575,one large grey pentagon is to the left of one large orange oval,pentagon,grey,large,to the left of,oval,orange,large,3
1576,a large rectangle is above a large sphere,rectangle,orange,large,above,sphere,blue,large,5
1577,a brown pentagon is next to a green circle,pentagon,brown,small,next to,circle,green,small,4
1578,a large pink hexagon is positioned next to a small brown pentagon,hexagon,pink,large,next to,pentagon,brown,small,6
1579,a large green pentagon is inside a large grey hexagon,pentagon,green,large,inside,hexagon,grey,large,1
1580,a large yellow rectangle is next to a small red cube,rectangle,yellow,large,next to,cube,red,small,1
1581,one large orange square is next to one medium orange cylinder,square,orange,large,next to,cylinder,orange,medium,3
1582,a large triangle is above a large pentagon,triangle,yellow,large,above,pentagon,yellow,large,5
1583,a green pentagon is to the right of an orange hexagon,pentagon,green,small,to the right of,hexagon,orange,medium,4
1584,a small yellow sphere is next to a medium orange sphere,sphere,yellow,small,next to,sphere,orange,medium,1
1585,a blue oval is next to a blue cylinder,oval,blue,medium,next to,cylinder,blue,small,4
1586,one medium grey cube is above one large purple pentagon,cube,grey,medium,above,pentagon,purple,large,3
1587,a large brown pentagon is positioned to the right of a medium purple triangle,pentagon,brown,large,to the right of,triangle,purple,medium,6
1588,a green rectangle is to the right of a grey cylinder,rectangle,green,large,to the right of,cylinder,grey,medium,4
1589,a medium purple hexagon is next to a large purple circle,hexagon,purple,medium,next to,circle,purple,large,1
1590,there is a medium red circle inside a medium purple oval,circle,red,medium,inside,oval,purple,medium,2
1591,a large blue square is inside a small red oval,square,blue,large,inside,oval,red,small,1
1592,a brown rectangle is inside an orange cube,rectangle,brown,small,inside,cube,orange,medium,4
1593,a small sphere is above a large hexagon,sphere,orange,small,above,hexagon,grey,large,5
1594,a grey sphere is to the right of a pink cube,sphere,grey,small,to the right of,cube,pink,large,4
1595,a large cylinder is to the left of a small cube,cylinder,red,large,to the left of,cube,red,small,5
1596,one large yellow circle is next to one medium blue rectangle,circle,yellow,large,next to,rectangle,blue,medium,3
1597,one medium brown oval is above one small yellow cylinder,oval,brown,medium,above,cylinder,yellow,small,3
1598,one large yellow pentagon is inside one small brown sphere,pentagon,yellow,large,inside,sphere,brown,small,3
1599,a medium hexagon is inside a medium cylinder,hexagon,purple,medium,inside,cylinder,orange,medium,5
1600,a yellow rectangle is above an orange square,rectangle,yellow,medium,above,square,orange,medium,4
1601,a large circle is to the right of a medium cube,circle,purple,large,to the right of,cube,pink,medium,5
1602,there is a large blue cube inside a small brown circle,cube,blue,large,inside,circle,brown,small,2
1603,a large circle is to the left of a medium sphere,circle,purple,large,to the left of,sphere,orange,medium,5
1604,a purple triangle is above a purple sphere,triangle,purple,large,above,sphere,purple,medium,4
1605,a red sphere is to the right of a red sphere,sphere,red,large,to the right of,sphere,red,large,4
1606,a grey circle is to the left of a yellow rectangle,circle,grey,large,to the left of,rectangle,yellow,small,4
1607,there is a small red cylinder inside a large green square,cylinder,red,small,inside,square,green,large,2
1608,one small pink rectangle is inside one large red pentagon,rectangle,pink,small,inside,pentagon,red,large,3
1609,one large orange pentagon is inside one medium grey hexagon,pentagon,orange,large,inside,hexagon,grey,medium,3
1610,a small hexagon is inside a medium cube,hexagon,red,small,inside,cube,brown,medium,5
1611,one large pink circle is next to one medium blue square,circle,pink,large,next to,square,blue,medium,3
1612,a small grey oval is to the left of a medium pink triangle,oval,grey,small,to the left of,triangle,pink,medium,1
1613,a medium yellow square is below a medium pink oval,square,yellow,medium,below,oval,pink,medium,1
1614,a medium cylinder is inside a medium oval,cylinder,orange,medium,inside,oval,brown,medium,5
1615,a small orange square is below a small green sphere,square,orange,small,below,sphere,green,small,1
1616,a medium green cylinder is below a medium brown circle,cylinder,green,medium,below,circle,brown,medium,1
1617,one small pink square is to the right of one medium brown oval,square,pink,small,to the right of,oval,brown,medium,3
1618,one large red pentagon is next to one small red cylinder,pentagon,red,large,next to,cylinder,red,small,3
1619,there is a medium pink circle to the left of a small red triangle,circle,pink,medium,to the left of,triangle,red,small,2
1620,a medium purple square is to the right of a medium orange pentagon,square,purple,medium,to the right of,pentagon,orange,medium,1
1621,a brown cylinder is inside an orange cube,cylinder,brown,small,inside,cube,orange,large,4
1622,there is a medium yellow cylinder below a medium green sphere,cylinder,yellow,medium,below,sphere,green,medium,2
1623,a small pink cylinder is to the right of a large pink circle,cylinder,pink,small,to the right of,circle,pink,large,1
1624,a medium circle is next to a small triangle,circle,green,medium,next to,triangle,orange,small,5
1625,one medium brown oval is below one small blue square,oval,brown,medium,below,square,blue,small,3
1626,a large purple oval is inside a large green triangle,oval,purple,large,inside,triangle,green,large,1
1627,a large orange oval is next to a large orange cube,oval,orange,large,next to,cube,orange,large,1
1628,one large purple rectangle is to the left of one small orange oval,rectangle,purple,large,to the left of,oval,orange,small,3
1629,a yellow cylinder is to the right of a yellow hexagon,cylinder,yellow,medium,to the right of,hexagon,yellow,large,4
1630,a medium triangle is inside a small pentagon,triangle,brown,medium,inside,pentagon,orange,small,5
1631,a large cylinder is inside a small oval,cylinder,orange,large,inside,oval,purple,small,5
1632,a medium rectangle is inside a large cube,rectangle,yellow,medium,inside,cube,red,large,5
1633,a large circle is to the left of a large square,circle,grey,large,to the left of,square,green,large,5
1634,a pink oval is inside a green circle,oval,pink,medium,inside,circle,green,small,4
1635,a large red oval is below a large red oval,oval,red,large,below,oval,red,large,1
1636,a large brown hexagon is positioned below a small purple rectangle,hexagon,brown,large,below,rectangle,purple,small,6
1637,a medium cylinder is above a medium triangle,cylinder,grey,medium,above,triangle,green,medium,5
1638,a blue pentagon is next to an orange hexagon,pentagon,blue,small,next to,hexagon,orange,small,4
1639,there is a medium orange square to the left of a large green oval,square,orange,medium,to the left of,oval,green,large,2
1640,a large orange sphere is above a medium red oval,sphere,orange,large,above,oval,red,medium,1
1641,a large grey triangle is inside a large blue oval,triangle,grey,large,inside,oval,blue,large,1
1642,a green circle is next to a yellow sphere,circle,green,small,next to,sphere,yellow,medium,4
1643,there is a large yellow sphere above a medium pink sphere,sphere,yellow,large,above,sphere,pink,medium,2
1644,one medium grey rectangle is above one large red cube,rectangle,grey,medium,above,cube,red,large,3
1645,a medium grey cube is below a large red rectangle,cube,grey,medium,below,rectangle,red,large,1
1646,a small grey hexagon is above a small purple triangle,hexagon,grey,small,above,triangle,purple,small,1
1647,one medium purple pentagon is below one large grey hexagon,pentagon,purple,medium,below,hexagon,grey,large,3
1648,a red circle is to the left of a brown hexagon,circle,red,large,to the left of,hexagon,brown,small,4
1649,one small green pentagon is below one medium pink cube,pentagon,green,small,below,cube,pink,medium,3
1650,a large green sphere is to the left of a medium blue cube,sphere,green,large,to the left of,cube,blue,medium,1
1651,a medium brown cube is positioned to the right of a small grey rectangle,cube,brown,medium,to the right of,rectangle,grey,small,6
1652,a large pentagon is below a large cylinder,pentagon,brown,large,below,cylinder,purple,large,5
1653,a large pink pentagon is to the left of a medium grey oval,pentagon,pink,large,to the left of,oval,grey,medium,1
1654,a large orange sphere is to the right of a small brown square,sphere,orange,large,to the right of,square,brown,small,1
1655,a green square is inside a yellow rectangle,square,green,medium,inside,rectangle,yellow,large,4
1656,a large cube is to the left of a large triangle,cube,orange,large,to the left of,triangle,purple,large,5
1657,a green square is above a green circle,square,green,medium,above,circle,green,large,4
1658,a purple cube is below a pink circle,cube,purple,large,below,circle,pink,small,4
1659,one small brown cylinder is to the right of one large purple cube,cylinder,brown,small,to the right of,cube,purple,large,3
1660,a medium grey triangle is to the right of a small green oval,triangle,grey,medium,to the right of,oval,green,small,1
1661,a small red sphere is next to a large yellow cube,sphere,red,small,next to,cube,yellow,large,1
1662,a pink rectangle is above an orange hexagon,rectangle,pink,medium,above,hexagon,orange,large,4
1663,a small cube is next to a small pentagon,cube,pink,small,next to,pentagon,red,small,5
1664,a pink triangle is below an orange rectangle,triangle,pink,small,below,rectangle,orange,large,4
1665,a small green sphere is above a large grey hexagon,sphere,green,small,above,hexagon,grey,large,1
1666,there is a small pink oval to the right of a large yellow oval,oval,pink,small,to the right of,oval,yellow,large,2
1667,a blue cylinder is to the left of a purple rectangle,cylinder,blue,medium,to the left of,rectangle,purple,large,4
1668,a small green triangle is next to a large blue circle,triangle,green,small,next to,circle,blue,large,1
1669,a yellow circle is next to a blue sphere,circle,yellow,large,next to,sphere,blue,small,4
1670,there is a medium grey rectangle to the right of a small grey square,rectangle,grey,medium,to the right of,square,grey,small,2
1671,a brown rectangle is above a green circle,rectangle,brown,small,above,circle,green,large,4
1672,a large triangle is below a large pentagon,triangle,brown,large,below,pentagon,grey,large,5
1673,a small orange rectangle is below a large red cylinder,rectangle,orange,small,below,cylinder,red,large,1
1674,a red cylinder is above a brown cube,cylinder,red,small,above,cube,brown,small,4
1675,a medium pink cube is below a large purple cube,cube,pink,medium,below,cube,purple,large,1
1676,a medium red cylinder is positioned to the right of a large brown cube,cylinder,red,medium,to the right of,cube,brown,large,6
1677,a green rectangle is to the left of a grey cube,rectangle,green,medium,to the left of,cube,grey,medium,4
1678,a small red cylinder is positioned inside a large brown rectangle,cylinder,red,small,inside,rectangle,brown,large,6
1679,a purple triangle is to the left of an orange triangle,triangle,purple,small,to the left of,triangle,orange,medium,4
1680,a green oval is inside a green rectangle,oval,green,large,inside,rectangle,green,large,4
1681,one small orange square is to the right of one large pink triangle,square,orange,small,to the right of,triangle,pink,large,3
1682,there is a small pink sphere next to a medium brown hexagon,sphere,pink,small,next to,hexagon,brown,medium,2
1683,there is a large purple cube below a large green cylinder,cube,purple,large,below,cylinder,green,large,2
1684,a small grey square is below a medium brown circle,square,grey,small,below,circle,brown,medium,1
1685,one large purple cylinder is next to one large yellow oval,cylinder,purple,large,next to,oval,yellow,large,3
1686,a yellow hexagon is above a purple cube,hexagon,yellow,small,above,cube,purple,medium,4
1687,one medium red sphere is inside one medium green sphere,sphere,red,medium,inside,sphere,green,medium,3
1688,a large orange triangle is positioned inside a large pink square,triangle,orange,large,inside,square,pink,large,6
1689,a small brown sphere is to the right of a large green rectangle,sphere,brown,small,to the right of,rectangle,green,large,1
1690,a large red pentagon is next to a small orange sphere,pentagon,red,large,next to,sphere,orange,small,1
1691,a medium cube is to the left of a large cylinder,cube,red,medium,to the left of,cylinder,green,large,5
1692,a medium purple hexagon is to the right of a medium brown rectangle,hexagon,purple,medium,to the right of,rectangle,brown,medium,1
1693,a large square is inside a medium cylinder,square,brown,large,inside,cylinder,brown,medium,5
1694,one large blue sphere is next to one small grey pentagon,sphere,blue,large,next to,pentagon,grey,small,3
1695,one small purple square is below one medium blue sphere,square,purple,small,below,sphere,blue,medium,3
1696,an orange cube is to the right of a blue triangle,cube,orange,small,to the right of,triangle,blue,medium,4
1697,a large orange cube is positioned to the right of a small grey cube,cube,orange,large,to the right of,cube,grey,small,6
1698,a large orange rectangle is next to a small grey oval,rectangle,orange,large,next to,oval,grey,small,1
1699,there is a large purple triangle below a medium yellow circle,triangle,purple,large,below,circle,yellow,medium,2
1700,one medium pink oval is to the right of one medium brown cylinder,oval,pink,medium,to the right of,cylinder,brown,medium,3
1701,one large green sphere is above one small pink rectangle,sphere,green,large,above,rectangle,pink,small,3
1702,one large green cube is next to one large pink cube,cube,green,large,next to,cube,pink,large,3
1703,a small brown triangle is positioned below a medium grey cube,triangle,brown,small,below,cube,grey,medium,6
1704,one medium blue sphere is to the left of one small purple pentagon,sphere,blue,medium,to the left of,pentagon,purple,small,3
1705,a medium pink triangle is to the right of a medium grey square,triangle,pink,medium,to the right of,square,grey,medium,1
1706,a medium blue circle is positioned below a small green oval,circle,blue,medium,below,oval,green,small,6
1707,a pink pentagon is to the left of a grey triangle,pentagon,pink,large,to the left of,triangle,grey,large,4
1708,a large yellow oval is to the left of a medium blue hexagon,oval,yellow,large,to the left of,hexagon,blue,medium,1
1709,a small red cube is positioned above a small red cylinder,cube,red,small,above,cylinder,red,small,6
1710,a small hexagon is next to a medium cube,hexagon,green,small,next to,cube,brown,medium,5
1711,there is a large pink triangle to the right of a large grey square,triangle,pink,large,to the right of,square,grey,large,2
1712,a medium purple cylinder is below a small red rectangle,cylinder,purple,medium,below,rectangle,red,small,1
1713,a medium purple rectangle is to the left of a medium orange circle,rectangle,purple,medium,to the left of,circle,orange,medium,1
1714,there is a large purple sphere inside a small grey circle,sphere,purple,large,inside,circle,grey,small,2
1715,a small pentagon is to the right of a small triangle,pentagon,purple,small,to the right of,triangle,blue,small,5
1716,a small cylinder is to the left of a medium pentagon,cylinder,red,small,to the left of,pentagon,grey,medium,5
1717,a pink pentagon is to the left of a red cylinder,pentagon,pink,large,to the left of,cylinder,red,large,4
1718,there is a medium brown sphere above a small green circle,sphere,brown,medium,above,circle,green,small,2
1719,a medium green hexagon is positioned above a small yellow sphere,hexagon,green,medium,above,sphere,yellow,small,6
1720,a large red pentagon is positioned above a small pink cube,pentagon,red,large,above,cube,pink,small,6
1721,a large brown oval is inside a large blue cylinder,oval,brown,large,inside,cylinder,blue,large,1
1722,a small sphere is next to a large square,sphere,green,small,next to,square,orange,large,5
1723,one large grey circle is below one small blue sphere,circle,grey,large,below,sphere,blue,small,3
1724,a medium brown pentagon is above a small pink hexagon,pentagon,brown,medium,above,hexagon,pink,small,1
1725,a small cube is inside a small cylinder,cube,blue,small,inside,cylinder,green,small,5
1726,there is a small red circle to the right of a large red oval,circle,red,small,to the right of,oval,red,large,2
1727,a medium hexagon is to the left of a small rectangle,hexagon,grey,medium,to the left of,rectangle,grey,small,5
1728,there is a small grey rectangle inside a large brown pentagon,rectangle,grey,small,inside,pentagon,brown,large,2
1729,a large pink rectangle is below a large orange oval,rectangle,pink,large,below,oval,orange,large,1
1730,a yellow triangle is to the right of a blue square,triangle,yellow,large,to the right of,square,blue,large,4
1731,a medium yellow square is positioned to the right of a small blue hexagon,square,yellow,medium,to the right of,hexagon,blue,small,6
1732,one medium yellow cube is above one medium grey square,cube,yellow,medium,above,square,grey,medium,3
1733,one small red rectangle is next to one medium pink triangle,rectangle,red,small,next to,triangle,pink,medium,3
1734,a large square is to the left of a small oval,square,green,large,to the left of,oval,blue,small,5
1735,a brown pentagon is next to a purple cube,pentagon,brown,medium,next to,cube,purple,small,4
1736,a small yellow circle is to the right of a large purple square,circle,yellow,small,to the right of,square,purple,large,1
1737,a large rectangle is above a small cube,rectangle,green,large,above,cube,pink,small,5
1738,a large pink cylinder is to the right of a small red rectangle,cylinder,pink,large,to the right of,rectangle,red,small,1
1739,a large cylinder is to the right of a small square,cylinder,pink,large,to the right of,square,red,small,5
1740,a large rectangle is to the left of a small pentagon,rectangle,red,large,to the left of,pentagon,blue,small,5
1741,one medium green cylinder is next to one large blue oval,cylinder,green,medium,next to,oval,blue,large,3
1742,a medium pink sphere is positioned below a small red rectangle,sphere,pink,medium,below,rectangle,red,small,6
1743,a large green circle is below a large yellow cylinder,circle,green,large,below,cylinder,yellow,large,1
1744,a medium brown square is to the right of a large blue circle,square,brown,medium,to the right of,circle,blue,large,1
1745,a pink circle is inside a red cylinder,circle,pink,large,inside,cylinder,red,small,4
1746,an orange cube is below a purple pentagon,cube,orange,small,below,pentagon,purple,medium,4
1747,a small circle is inside a large rectangle,circle,red,small,inside,rectangle,grey,large,5
1748,a medium sphere is inside a large circle,sphere,blue,medium,inside,circle,blue,large,5
1749,a small sphere is to the left of a small hexagon,sphere,green,small,to the left of,hexagon,yellow,small,5
1750,a small green hexagon is above a medium grey rectangle,hexagon,green,small,above,rectangle,grey,medium,1
1751,there is a small orange pentagon inside a small brown sphere,pentagon,orange,small,inside,sphere,brown,small,2
1752,one medium yellow circle is next to one medium red cube,circle,yellow,medium,next to,cube,red,medium,3
1753,a medium circle is to the right of a large circle,circle,green,medium,to the right of,circle,grey,large,5
1754,a large rectangle is inside a medium triangle,rectangle,grey,large,inside,triangle,orange,medium,5
1755,a medium square is below a small square,square,purple,medium,below,square,orange,small,5
1756,a brown oval is below a purple rectangle,oval,brown,medium,below,rectangle,purple,medium,4
1757,a red rectangle is to the left of a red rectangle,rectangle,red,medium,to the left of,rectangle,red,small,4
1758,there is a small grey square above a small orange triangle,square,grey,small,above,triangle,orange,small,2
1759,there is a small blue rectangle next to a small brown circle,rectangle,blue,small,next to,circle,brown,small,2
1760,a medium brown square is below a large brown sphere,square,brown,medium,below,sphere,brown,large,1
1761,a red square is next to a purple oval,square,red,small,next to,oval,purple,small,4
1762,a medium pink cube is positioned inside a small red sphere,cube,pink,medium,inside,sphere,red,small,6
1763,a medium rectangle is below a small circle,rectangle,red,medium,below,circle,grey,small,5
1764,one large grey square is inside one large pink hexagon,square,grey,large,inside,hexagon,pink,large,3
1765,one small brown rectangle is next to one small grey sphere,rectangle,brown,small,next to,sphere,grey,small,3
1766,a medium purple square is inside a medium yellow cube,square,purple,medium,inside,cube,yellow,medium,1
1767,there is a medium grey pentagon below a small pink rectangle,pentagon,grey,medium,below,rectangle,pink,small,2
1768,a large cylinder is next to a large sphere,cylinder,green,large,next to,sphere,pink,large,5
1769,a medium hexagon is to the right of a medium rectangle,hexagon,yellow,medium,to the right of,rectangle,yellow,medium,5
1770,an orange cylinder is above a purple triangle,cylinder,orange,medium,above,triangle,purple,medium,4
1771,a large hexagon is to the right of a large circle,hexagon,green,large,to the right of,circle,brown,large,5
1772,a red triangle is above a green triangle,triangle,red,small,above,triangle,green,medium,4
1773,a medium pentagon is to the left of a medium square,pentagon,purple,medium,to the left of,square,blue,medium,5
1774,one small grey triangle is above one small orange oval,triangle,grey,small,above,oval,orange,small,3
1775,one small red triangle is next to one large orange hexagon,triangle,red,small,next to,hexagon,orange,large,3
1776,a grey square is below a brown oval,square,grey,small,below,oval,brown,large,4
1777,a small yellow cube is positioned next to a large yellow rectangle,cube,yellow,small,next to,rectangle,yellow,large,6
1778,there is a medium green rectangle above a small purple oval,rectangle,green,medium,above,oval,purple,small,2
1779,there is a large blue circle to the right of a medium grey cylinder,circle,blue,large,to the right of,cylinder,grey,medium,2
1780,one small orange cube is above one large pink triangle,cube,orange,small,above,triangle,pink,large,3
1781,a medium oval is inside a medium pentagon,oval,orange,medium,inside,pentagon,grey,medium,5
1782,there is a medium red pentagon above a small pink triangle,pentagon,red,medium,above,triangle,pink,small,2
1783,there is a large pink oval below a medium pink circle,oval,pink,large,below,circle,pink,medium,2
1784,one medium purple circle is to the left of one medium green triangle,circle,purple,medium,to the left of,triangle,green,medium,3
1785,one small brown rectangle is below one medium blue triangle,rectangle,brown,small,below,triangle,blue,medium,3
1786,there is a small blue cube below a large yellow sphere,cube,blue,small,below,sphere,yellow,large,2
1787,one medium yellow cylinder is below one small yellow square,cylinder,yellow,medium,below,square,yellow,small,3
1788,there is a small grey cube inside a large orange cube,cube,grey,small,inside,cube,orange,large,2
1789,a pink cube is to the left of a purple cube,cube,pink,small,to the left of,cube,purple,medium,4
1790,there is a large pink rectangle to the left of a large brown rectangle,rectangle,pink,large,to the left of,rectangle,brown,large,2
1791,a medium pink cylinder is to the left of a small brown cube,cylinder,pink,medium,to the left of,cube,brown,small,1
1792,a small purple oval is to the right of a large blue sphere,oval,purple,small,to the right of,sphere,blue,large,1
1793,a blue cube is above a red square,cube,blue,large,above,square,red,large,4
1794,there is a medium orange rectangle above a medium red rectangle,rectangle,orange,medium,above,rectangle,red,medium,2
1795,a red cube is inside a red cylinder,cube,red,medium,inside,cylinder,red,small,4
1796,a large brown cube is to the left of a medium pink sphere,cube,brown,large,to the left of,sphere,pink,medium,1
1797,there is a medium red hexagon next to a large orange cylinder,hexagon,red,medium,next to,cylinder,orange,large,2
1798,one medium purple square is above one medium yellow square,square,purple,medium,above,square,yellow,medium,3
1799,a small blue triangle is inside a small green cylinder,triangle,blue,small,inside,cylinder,green,small,1
1800,one small purple triangle is to the right of one large green cylinder,triangle,purple,small,to the right of,cylinder,green,large,3
1801,one small orange sphere is inside one medium brown cube,sphere,orange,small,inside,cube,brown,medium,3
1802,a green cylinder is to the left of a brown cube,cylinder,green,small,to the left of,cube,brown,large,4
1803,a small brown pentagon is positioned next to a large blue square,pentagon,brown,small,next to,square,blue,large,6
1804,a small brown rectangle is positioned to the left of a small brown hexagon,rectangle,brown,small,to the left of,hexagon,brown,small,6
1805,a large red rectangle is positioned to the right of a medium brown circle,rectangle,red,large,to the right of,circle,brown,medium,6
1806,a small orange pentagon is positioned inside a large orange rectangle,pentagon,orange,small,inside,rectangle,orange,large,6
1807,one small red pentagon is inside one large yellow circle,pentagon,red,small,inside,circle,yellow,large,3
1808,a medium blue cylinder is positioned to the left of a medium purple cylinder,cylinder,blue,medium,to the left of,cylinder,purple,medium,6
1809,one small grey pentagon is inside one small red pentagon,pentagon,grey,small,inside,pentagon,red,small,3
1810,a blue square is to the left of a pink triangle,square,blue,small,to the left of,triangle,pink,large,4
1811,a large orange circle is to the right of a medium grey cylinder,circle,orange,large,to the right of,cylinder,grey,medium,1
1812,a medium sphere is to the right of a large cube,sphere,orange,medium,to the right of,cube,purple,large,5
1813,a small pink hexagon is positioned above a large red circle,hexagon,pink,small,above,circle,red,large,6
1814,a medium green rectangle is positioned to the right of a small red rectangle,rectangle,green,medium,to the right of,rectangle,red,small,6
1815,a small pink hexagon is inside a small grey oval,hexagon,pink,small,inside,oval,grey,small,1
1816,one medium brown oval is inside one large purple hexagon,oval,brown,medium,inside,hexagon,purple,large,3
1817,a yellow sphere is to the left of a pink rectangle,sphere,yellow,small,to the left of,rectangle,pink,large,4
1818,a large red oval is to the left of a medium yellow cylinder,oval,red,large,to the left of,cylinder,yellow,medium,1
1819,a large red cube is next to a medium grey square,cube,red,large,next to,square,grey,medium,1
1820,a large circle is below a large square,circle,blue,large,below,square,red,large,5
1821,one medium grey cylinder is inside one large grey oval,cylinder,grey,medium,inside,oval,grey,large,3
1822,there is a medium purple cube next to a medium red hexagon,cube,purple,medium,next to,hexagon,red,medium,2
1823,a large pentagon is inside a medium cylinder,pentagon,purple,large,inside,cylinder,brown,medium,5
1824,a large orange triangle is positioned next to a medium green cylinder,triangle,orange,large,next to,cylinder,green,medium,6
