sentence_id,sentence,number,num_digits,colour,size,template_id
2714,a medium pink number 520,520,3,pink,medium,5
2715,the number 4744 in green colour and medium size,4744,4,green,medium,2
2716,a large orange number 22,22,2,orange,large,5
2717,a medium 71 in blue colour,71,2,blue,medium,4
2718,a large grey 3,3,1,grey,large,1
2719,a small 1251 in orange colour,1251,4,orange,small,4
2720,a small purple number 1,1,1,purple,small,5
2721,a medium 6856 in green colour,6856,4,green,medium,4
2722,a purple number 8 of small size,8,1,purple,small,3
2723,a medium 53 in orange colour,53,2,orange,medium,4
2724,a medium purple 85,85,2,purple,medium,1
2725,a small red number 3658,3658,4,red,small,5
2726,a large 8 in grey colour,8,1,grey,large,4
2727,a large yellow number 867,867,3,yellow,large,5
2728,a pink number 1248 of medium size,1248,4,pink,medium,3
2729,the number 8003 in yellow colour and large size,8003,4,yellow,large,2
2730,a large red 5307,5307,4,red,large,1
2731,a large green 18,18,2,green,large,1
2732,a large red 1087,1087,4,red,large,1
2733,the number 959 in green colour and large size,959,3,green,large,2
2734,a small brown number 187,187,3,brown,small,5
2735,a red number 71 of small size,71,2,red,small,3
2736,a medium yellow 2,2,1,yellow,medium,1
2737,a red number 6 of medium size,6,1,red,medium,3
2738,a small 251 in grey colour,251,3,grey,small,4
2739,a medium 3860 in yellow colour,3860,4,yellow,medium,4
2740,a small grey 7099,7099,4,grey,small,1
2741,a grey number 12 of small size,12,2,grey,small,3
2742,a large 81 in grey colour,81,2,grey,large,4
2743,a small brown number 5880,5880,4,brown,small,5
2744,a small 741 in grey colour,741,3,grey,small,4
2745,a large 183 in red colour,183,3,red,large,4
2746,a medium green number 3,3,1,green,medium,5
2747,a small blue number 535,535,3,blue,small,5
2748,a medium 472 in green colour,472,3,green,medium,4
2749,the number 875 in pink colour and large size,875,3,pink,large,2
2750,a brown number 8693 of large size,8693,4,brown,large,3
2751,a small brown number 325,325,3,brown,small,5
2752,a red number 932 of medium size,932,3,red,medium,3
2753,a medium 1 in grey colour,1,1,grey,medium,4
2754,a large green 7,7,1,green,large,1
2755,a pink number 667 of large size,667,3,pink,large,3
2756,a small pink number 9612,9612,4,pink,small,5
2757,the number 526 in blue colour and small size,526,3,blue,small,2
2758,a pink number 6906 of medium size,6906,4,pink,medium,3
2759,the number 89 in red colour and small size,89,2,red,small,2
2760,a small 59 in grey colour,59,2,grey,small,4
2761,a medium red number 6881,6881,4,red,medium,5
2762,the number 25 in purple colour and small size,25,2,purple,small,2
2763,a medium grey 824,824,3,grey,medium,1
2764,a medium 9 in blue colour,9,1,blue,medium,4
2765,a large 64 in pink colour,64,2,pink,large,4
2766,a medium yellow 87,87,2,yellow,medium,1
2767,a red number 41 of medium size,41,2,red,medium,3
2768,a large red 9276,9276,4,red,large,1
2769,an orange number 798 of large size,798,3,orange,large,3
2770,a pink number 909 of medium size,909,3,pink,medium,3
2771,a small 72 in pink colour,72,2,pink,small,4
2772,a large 1150 in red colour,1150,4,red,large,4
2773,the number 94 in purple colour and large size,94,2,purple,large,2
2774,a small orange 6861,6861,4,orange,small,1
2775,a small 6873 in orange colour,6873,4,orange,small,4
2776,a medium 1429 in purple colour,1429,4,purple,medium,4
2777,a medium pink 7845,7845,4,pink,medium,1
2778,a medium brown number 91,91,2,brown,medium,5
2779,a small blue 772,772,3,blue,small,1
2780,a blue number 29 of small size,29,2,blue,small,3
2781,the number 1849 in blue colour and small size,1849,4,blue,small,2
2782,a medium red number 5991,5991,4,red,medium,5
2783,a medium green number 9380,9380,4,green,medium,5
2784,a large purple 24,24,2,purple,large,1
2785,a medium 521 in grey colour,521,3,grey,medium,4
2786,a medium pink number 3,3,1,pink,medium,5
2787,a medium red 9107,9107,4,red,medium,1
2788,a medium 8 in purple colour,8,1,purple,medium,4
2789,a medium 923 in grey colour,923,3,grey,medium,4
2790,a grey number 931 of small size,931,3,grey,small,3
2791,the number 691 in pink colour and small size,691,3,pink,small,2
2792,a large orange 6,6,1,orange,large,1
2793,a large red number 65,65,2,red,large,5
2794,a medium 271 in orange colour,271,3,orange,medium,4
2795,a blue number 35 of medium size,35,2,blue,medium,3
2796,a small 2849 in green colour,2849,4,green,small,4
2797,a large purple 87,87,2,purple,large,1
2798,a small green number 90,90,2,green,small,5
2799,an orange number 3464 of medium size,3464,4,orange,medium,3
2800,a brown number 9 of large size,9,1,brown,large,3
2801,a medium orange number 483,483,3,orange,medium,5
2802,the number 920 in green colour and large size,920,3,green,large,2
2803,the number 528 in yellow colour and medium size,528,3,yellow,medium,2
2804,a large 6 in blue colour,6,1,blue,large,4
2805,a brown number 551 of small size,551,3,brown,small,3
2806,a large red number 128,128,3,red,large,5
2807,a small 4284 in pink colour,4284,4,pink,small,4
2808,a brown number 76 of small size,76,2,brown,small,3
2809,the number 722 in yellow colour and large size,722,3,yellow,large,2
2810,a small red number 7158,7158,4,red,small,5
2811,a medium 86 in green colour,86,2,green,medium,4
2812,a blue number 3102 of large size,3102,4,blue,large,3
2813,a green number 203 of large size,203,3,green,large,3
2814,a small 972 in grey colour,972,3,grey,small,4
2815,a small 3 in yellow colour,3,1,yellow,small,4
2816,a green number 602 of small size,602,3,green,small,3
2817,a small red 78,78,2,red,small,1
2818,a small orange 8,8,1,orange,small,1
2819,a small orange number 2,2,1,orange,small,5
2820,the number 366 in grey colour and small size,366,3,grey,small,2
2821,the number 295 in pink colour and small size,295,3,pink,small,2
2822,a yellow number 254 of medium size,254,3,yellow,medium,3
2823,a yellow number 6 of large size,6,1,yellow,large,3
2824,a medium 40 in pink colour,40,2,pink,medium,4
2825,a brown number 6 of medium size,6,1,brown,medium,3
2826,a red number 9 of small size,9,1,red,small,3
2827,the number 873 in grey colour and medium size,873,3,grey,medium,2
2828,a blue number 6132 of medium size,6132,4,blue,medium,3
2829,a small 771 in brown colour,771,3,brown,small,4
2830,a blue number 3587 of small size,3587,4,blue,small,3
2831,a small grey 2,2,1,grey,small,1
2832,the number 3 in green colour and medium size,3,1,green,medium,2
2833,a red number 7960 of medium size,7960,4,red,medium,3
2834,a small 981 in orange colour,981,3,orange,small,4
2835,a purple number 2 of small size,2,1,purple,small,3
2836,a green number 6 of medium size,6,1,green,medium,3
2837,the number 6341 in yellow colour and small size,6341,4,yellow,small,2
2838,the number 9014 in pink colour and medium size,9014,4,pink,medium,2
2839,a medium green number 844,844,3,green,medium,5
2840,a large brown number 3,3,1,brown,large,5
2841,a small brown number 4,4,1,brown,small,5
2842,a large 84 in blue colour,84,2,blue,large,4
2843,a grey number 314 of small size,314,3,grey,small,3
2844,the number 15 in brown colour and large size,15,2,brown,large,2
2845,a brown number 4 of small size,4,1,brown,small,3
2846,a large green 2450,2450,4,green,large,1
2847,a grey number 293 of small size,293,3,grey,small,3
2848,a small 3627 in green colour,3627,4,green,small,4
2849,a medium blue 9175,9175,4,blue,medium,1
2850,a brown number 456 of small size,456,3,brown,small,3
2851,a medium 826 in purple colour,826,3,purple,medium,4
2852,a medium 5139 in yellow colour,5139,4,yellow,medium,4
2853,a large pink number 8,8,1,pink,large,5
2854,a pink number 60 of medium size,60,2,pink,medium,3
2855,a large grey number 1452,1452,4,grey,large,5
2856,a large green number 1855,1855,4,green,large,5
2857,a large orange 134,134,3,orange,large,1
2858,a medium 6260 in grey colour,6260,4,grey,medium,4
2859,a medium 4297 in grey colour,4297,4,grey,medium,4
2860,a large yellow number 715,715,3,yellow,large,5
2861,a grey number 4797 of small size,4797,4,grey,small,3
2862,the number 378 in brown colour and large size,378,3,brown,large,2
2863,the number 11 in red colour and large size,11,2,red,large,2
2864,a medium green number 683,683,3,green,medium,5
2865,a large purple 405,405,3,purple,large,1
2866,an orange number 930 of small size,930,3,orange,small,3
2867,the number 690 in purple colour and small size,690,3,purple,small,2
2868,a small yellow 7261,7261,4,yellow,small,1
2869,the number 78 in brown colour and small size,78,2,brown,small,2
2870,a red number 6195 of medium size,6195,4,red,medium,3
2871,a large 970 in purple colour,970,3,purple,large,4
2872,the number 55 in grey colour and large size,55,2,grey,large,2
2873,a large 8 in yellow colour,8,1,yellow,large,4
2874,an orange number 53 of medium size,53,2,orange,medium,3
2875,a small 2936 in orange colour,2936,4,orange,small,4
2876,a small blue number 107,107,3,blue,small,5
2877,a medium 5268 in grey colour,5268,4,grey,medium,4
2878,a small yellow number 4,4,1,yellow,small,5
2879,a yellow number 70 of large size,70,2,yellow,large,3
2880,a large purple 9573,9573,4,purple,large,1
2881,a pink number 2724 of large size,2724,4,pink,large,3
2882,a large yellow number 57,57,2,yellow,large,5
2883,a pink number 57 of small size,57,2,pink,small,3
2884,the number 24 in orange colour and medium size,24,2,orange,medium,2
2885,the number 4 in grey colour and large size,4,1,grey,large,2
2886,a small orange number 1173,1173,4,orange,small,5
2887,a large orange 5,5,1,orange,large,1
2888,a medium blue 15,15,2,blue,medium,1
2889,a large 9842 in orange colour,9842,4,orange,large,4
2890,a blue number 48 of large size,48,2,blue,large,3
2891,a grey number 3684 of medium size,3684,4,grey,medium,3
2892,a brown number 8504 of large size,8504,4,brown,large,3
2893,a small 878 in yellow colour,878,3,yellow,small,4
2894,a large 2 in grey colour,2,1,grey,large,4
2895,a brown number 967 of large size,967,3,brown,large,3
2896,a small orange 307,307,3,orange,small,1
2897,a medium 7125 in blue colour,7125,4,blue,medium,4
2898,a large green 601,601,3,green,large,1
2899,the number 67 in purple colour and medium size,67,2,purple,medium,2
2900,a large 2671 in purple colour,2671,4,purple,large,4
2901,a purple number 8204 of medium size,8204,4,purple,medium,3
2902,a small purple 6605,6605,4,purple,small,1
2903,the number 1 in orange colour and small size,1,1,orange,small,2
2904,a medium 5 in grey colour,5,1,grey,medium,4
2905,the number 44 in red colour and large size,44,2,red,large,2
2906,a pink number 7841 of large size,7841,4,pink,large,3
2907,a green number 247 of medium size,247,3,green,medium,3
2908,a medium blue number 3486,3486,4,blue,medium,5
2909,the number 1494 in brown colour and medium size,1494,4,brown,medium,2
2910,the number 606 in orange colour and small size,606,3,orange,small,2
2911,the number 5040 in red colour and small size,5040,4,red,small,2
2912,a medium yellow number 1,1,1,yellow,medium,5
2913,an orange number 51 of small size,51,2,orange,small,3
2914,a grey number 1128 of medium size,1128,4,grey,medium,3
2915,a medium orange 1,1,1,orange,medium,1
2916,a large 3 in purple colour,3,1,purple,large,4
2917,a large orange number 7,7,1,orange,large,5
2918,the number 66 in grey colour and large size,66,2,grey,large,2
2919,a medium brown 7113,7113,4,brown,medium,1
2920,a large 3 in brown colour,3,1,brown,large,4
2921,a large grey 36,36,2,grey,large,1
2922,a blue number 596 of small size,596,3,blue,small,3
2923,a large orange 518,518,3,orange,large,1
2924,a large orange 172,172,3,orange,large,1
2925,a blue number 22 of small size,22,2,blue,small,3
2926,a small pink number 77,77,2,pink,small,5
2927,the number 999 in orange colour and medium size,999,3,orange,medium,2
2928,a blue number 519 of small size,519,3,blue,small,3
2929,a small green 3219,3219,4,green,small,1
2930,a large 27 in yellow colour,27,2,yellow,large,4
2931,an orange number 8 of large size,8,1,orange,large,3
2932,the number 7696 in green colour and large size,7696,4,green,large,2
2933,a large 67 in red colour,67,2,red,large,4
2934,the number 7918 in blue colour and small size,7918,4,blue,small,2
2935,a medium red 74,74,2,red,medium,1
2936,the number 2366 in pink colour and medium size,2366,4,pink,medium,2
2937,a pink number 8 of medium size,8,1,pink,medium,3
2938,the number 869 in blue colour and large size,869,3,blue,large,2
2939,a small red 41,41,2,red,small,1
2940,the number 2546 in purple colour and large size,2546,4,purple,large,2
2941,a grey number 58 of large size,58,2,grey,large,3
2942,the number 3410 in blue colour and large size,3410,4,blue,large,2
2943,a large 526 in pink colour,526,3,pink,large,4
2944,a purple number 323 of medium size,323,3,purple,medium,3
2945,a medium grey 7,7,1,grey,medium,1
2946,a large 4567 in yellow colour,4567,4,yellow,large,4
2947,a small 783 in pink colour,783,3,pink,small,4
2948,the number 860 in green colour and medium size,860,3,green,medium,2
2949,a brown number 5 of small size,5,1,brown,small,3
2950,the number 8188 in yellow colour and small size,8188,4,yellow,small,2
2951,the number 6 in orange colour and medium size,6,1,orange,medium,2
2952,a large red 279,279,3,red,large,1
2953,a small blue 9908,9908,4,blue,small,1
2954,a medium blue 783,783,3,blue,medium,1
2955,a purple number 42 of small size,42,2,purple,small,3
2956,a small 566 in pink colour,566,3,pink,small,4
2957,a medium 6915 in pink colour,6915,4,pink,medium,4
2958,a small yellow 22,22,2,yellow,small,1
2959,the number 5033 in blue colour and medium size,5033,4,blue,medium,2
2960,a small 6 in yellow colour,6,1,yellow,small,4
2961,a medium 770 in orange colour,770,3,orange,medium,4
2962,a small 697 in grey colour,697,3,grey,small,4
2963,a large blue 34,34,2,blue,large,1
2964,a small 751 in brown colour,751,3,brown,small,4
2965,a large green number 411,411,3,green,large,5
2966,a large brown 8435,8435,4,brown,large,1
2967,a small brown number 1,1,1,brown,small,5
2968,an orange number 585 of large size,585,3,orange,large,3
2969,the number 63 in purple colour and medium size,63,2,purple,medium,2
2970,a medium 271 in pink colour,271,3,pink,medium,4
2971,the number 7029 in green colour and medium size,7029,4,green,medium,2
2972,a pink number 164 of large size,164,3,pink,large,3
2973,a small 41 in yellow colour,41,2,yellow,small,4
2974,a medium green number 80,80,2,green,medium,5
2975,a grey number 958 of small size,958,3,grey,small,3
2976,a medium 2 in grey colour,2,1,grey,medium,4
2977,a blue number 3 of medium size,3,1,blue,medium,3
2978,a large 319 in blue colour,319,3,blue,large,4
2979,a medium 459 in grey colour,459,3,grey,medium,4
2980,a large red 1651,1651,4,red,large,1
2981,a large brown number 2070,2070,4,brown,large,5
2982,the number 476 in orange colour and small size,476,3,orange,small,2
2983,a large 15 in yellow colour,15,2,yellow,large,4
2984,the number 740 in yellow colour and medium size,740,3,yellow,medium,2
2985,the number 201 in orange colour and medium size,201,3,orange,medium,2
2986,the number 692 in pink colour and large size,692,3,pink,large,2
2987,a medium 1783 in brown colour,1783,4,brown,medium,4
2988,a small 5459 in purple colour,5459,4,purple,small,4
2989,a large brown number 934,934,3,brown,large,5
2990,a small orange 3,3,1,orange,small,1
2991,a red number 6 of large size,6,1,red,large,3
2992,a blue number 548 of small size,548,3,blue,small,3
2993,a large green number 2815,2815,4,green,large,5
2994,a yellow number 2484 of small size,2484,4,yellow,small,3
2995,the number 612 in orange colour and medium size,612,3,orange,medium,2
2996,the number 4764 in red colour and large size,4764,4,red,large,2
2997,the number 714 in blue colour and large size,714,3,blue,large,2
2998,a medium 142 in blue colour,142,3,blue,medium,4
2999,a pink number 63 of small size,63,2,pink,small,3
3000,a small 7922 in purple colour,7922,4,purple,small,4
3001,the number 1499 in yellow colour and large size,1499,4,yellow,large,2
3002,the number 630 in green colour and small size,630,3,green,small,2
3003,the number 631 in pink colour and medium size,631,3,pink,medium,2
3004,the number 7963 in grey colour and medium size,7963,4,grey,medium,2
3005,a medium purple number 3417,3417,4,purple,medium,5
3006,the number 5 in purple colour and medium size,5,1,purple,medium,2
3007,a small purple number 6,6,1,purple,small,5
3008,a large blue number 93,93,2,blue,large,5
3009,a medium yellow 208,208,3,yellow,medium,1
3010,a small 5 in purple colour,5,1,purple,small,4
3011,the number 325 in blue colour and medium size,325,3,blue,medium,2
3012,a large brown number 5246,5246,4,brown,large,5
3013,the number 185 in purple colour and small size,185,3,purple,small,2
3014,an orange number 6655 of medium size,6655,4,orange,medium,3
3015,a small orange number 391,391,3,orange,small,5
3016,a medium 120 in orange colour,120,3,orange,medium,4
3017,a medium orange 106,106,3,orange,medium,1
3018,a medium 153 in brown colour,153,3,brown,medium,4
3019,the number 994 in purple colour and medium size,994,3,purple,medium,2
3020,the number 89 in red colour and large size,89,2,red,large,2
3021,a large blue 88,88,2,blue,large,1
3022,a large 50 in brown colour,50,2,brown,large,4
3023,the number 5 in brown colour and large size,5,1,brown,large,2
3024,the number 866 in orange colour and medium size,866,3,orange,medium,2
3025,a large purple 56,56,2,purple,large,1
3026,a large pink 40,40,2,pink,large,1
3027,an orange number 4 of medium size,4,1,orange,medium,3
3028,a medium 2175 in purple colour,2175,4,purple,medium,4
3029,a medium 1451 in blue colour,1451,4,blue,medium,4
3030,the number 5 in orange colour and medium size,5,1,orange,medium,2
3031,a large pink 90,90,2,pink,large,1
3032,an orange number 2 of small size,2,1,orange,small,3
3033,a pink number 6 of medium size,6,1,pink,medium,3
3034,a grey number 5153 of medium size,5153,4,grey,medium,3
3035,a purple number 5078 of large size,5078,4,purple,large,3
3036,a small green number 378,378,3,green,small,5
3037,a blue number 3618 of medium size,3618,4,blue,medium,3
3038,a small grey 723,723,3,grey,small,1
3039,a large 783 in purple colour,783,3,purple,large,4
3040,the number 6042 in yellow colour and large size,6042,4,yellow,large,2
3041,a small 4109 in brown colour,4109,4,brown,small,4
3042,an orange number 5742 of large size,5742,4,orange,large,3
3043,a medium red number 3,3,1,red,medium,5
3044,a blue number 325 of medium size,325,3,blue,medium,3
3045,a large 5185 in brown colour,5185,4,brown,large,4
3046,a red number 9 of large size,9,1,red,large,3
3047,a grey number 67 of small size,67,2,grey,small,3
3048,a small 1485 in brown colour,1485,4,brown,small,4
3049,a large purple number 5730,5730,4,purple,large,5
3050,the number 10 in red colour and medium size,10,2,red,medium,2
3051,a medium purple number 770,770,3,purple,medium,5
3052,the number 4548 in blue colour and small size,4548,4,blue,small,2
3053,a large yellow 8,8,1,yellow,large,1
3054,the number 3566 in green colour and large size,3566,4,green,large,2
3055,a large orange 7,7,1,orange,large,1
3056,a large blue number 292,292,3,blue,large,5
3057,a small 721 in red colour,721,3,red,small,4
3058,a small grey number 831,831,3,grey,small,5
3059,a medium blue 336,336,3,blue,medium,1
3060,a large blue 8908,8908,4,blue,large,1
3061,the number 615 in orange colour and small size,615,3,orange,small,2
3062,a large grey 24,24,2,grey,large,1
3063,a medium purple 525,525,3,purple,medium,1
3064,a red number 237 of large size,237,3,red,large,3
3065,the number 463 in green colour and medium size,463,3,green,medium,2
3066,a large 670 in green colour,670,3,green,large,4
3067,a medium 776 in pink colour,776,3,pink,medium,4
3068,a medium blue number 4892,4892,4,blue,medium,5
3069,a large 676 in blue colour,676,3,blue,large,4
3070,a small yellow number 8430,8430,4,yellow,small,5
3071,the number 71 in grey colour and small size,71,2,grey,small,2
3072,the number 26 in red colour and large size,26,2,red,large,2
3073,a small red 27,27,2,red,small,1
3074,the number 132 in pink colour and large size,132,3,pink,large,2
3075,a large blue number 71,71,2,blue,large,5
3076,the number 7908 in yellow colour and medium size,7908,4,yellow,medium,2
3077,a green number 292 of large size,292,3,green,large,3
3078,a small 8824 in grey colour,8824,4,grey,small,4
3079,the number 5 in green colour and small size,5,1,green,small,2
3080,the number 920 in orange colour and small size,920,3,orange,small,2
3081,a large pink 181,181,3,pink,large,1
3082,a medium pink 44,44,2,pink,medium,1
3083,the number 5774 in purple colour and small size,5774,4,purple,small,2
3084,a small green 553,553,3,green,small,1
3085,a red number 9618 of small size,9618,4,red,small,3
3086,a brown number 35 of large size,35,2,brown,large,3
3087,the number 9 in red colour and medium size,9,1,red,medium,2
3088,a blue number 6505 of medium size,6505,4,blue,medium,3
3089,a small yellow number 81,81,2,yellow,small,5
3090,a medium pink number 37,37,2,pink,medium,5
3091,a small 68 in yellow colour,68,2,yellow,small,4
3092,a brown number 1836 of large size,1836,4,brown,large,3
3093,a medium red 4514,4514,4,red,medium,1
3094,a medium orange 9821,9821,4,orange,medium,1
3095,the number 917 in blue colour and large size,917,3,blue,large,2
3096,a small yellow 4103,4103,4,yellow,small,1
3097,a medium brown 557,557,3,brown,medium,1
3098,a large 5740 in purple colour,5740,4,purple,large,4
3099,a large blue number 32,32,2,blue,large,5
3100,a medium pink number 2,2,1,pink,medium,5
3101,a small yellow 15,15,2,yellow,small,1
3102,a medium orange 2703,2703,4,orange,medium,1
3103,the number 18 in pink colour and large size,18,2,pink,large,2
3104,the number 6 in pink colour and large size,6,1,pink,large,2
3105,a large brown 508,508,3,brown,large,1
3106,an orange number 461 of medium size,461,3,orange,medium,3
3107,the number 74 in blue colour and large size,74,2,blue,large,2
3108,a medium yellow number 348,348,3,yellow,medium,5
3109,the number 7284 in green colour and large size,7284,4,green,large,2
3110,the number 92 in purple colour and small size,92,2,purple,small,2
3111,the number 173 in red colour and large size,173,3,red,large,2
3112,a small green 8,8,1,green,small,1
3113,a medium 635 in blue colour,635,3,blue,medium,4
3114,the number 783 in brown colour and large size,783,3,brown,large,2
3115,a medium blue number 673,673,3,blue,medium,5
3116,a medium blue number 588,588,3,blue,medium,5
3117,a small purple number 66,66,2,purple,small,5
3118,a small 49 in green colour,49,2,green,small,4
3119,a large pink number 6,6,1,pink,large,5
3120,the number 4 in pink colour and small size,4,1,pink,small,2
3121,a medium brown number 892,892,3,brown,medium,5
3122,a brown number 77 of medium size,77,2,brown,medium,3
3123,a pink number 5222 of small size,5222,4,pink,small,3
3124,a small grey number 168,168,3,grey,small,5
3125,a large brown 8813,8813,4,brown,large,1
3126,a large grey number 113,113,3,grey,large,5
3127,a small 673 in grey colour,673,3,grey,small,4
3128,a purple number 3870 of large size,3870,4,purple,large,3
3129,a green number 5 of small size,5,1,green,small,3
3130,the number 551 in orange colour and medium size,551,3,orange,medium,2
3131,a small red 9930,9930,4,red,small,1
3132,a small pink number 8816,8816,4,pink,small,5
3133,a small red 9,9,1,red,small,1
3134,a large grey number 9,9,1,grey,large,5
3135,a medium brown number 53,53,2,brown,medium,5
3136,a yellow number 67 of large size,67,2,yellow,large,3
3137,a large grey 99,99,2,grey,large,1
3138,a large 6468 in orange colour,6468,4,orange,large,4
3139,the number 412 in red colour and small size,412,3,red,small,2
3140,a large purple number 50,50,2,purple,large,5
3141,an orange number 6085 of large size,6085,4,orange,large,3
3142,a small brown 2580,2580,4,brown,small,1
3143,a purple number 5034 of medium size,5034,4,purple,medium,3
3144,a medium orange 5,5,1,orange,medium,1
3145,the number 763 in grey colour and small size,763,3,grey,small,2
3146,a medium red number 2712,2712,4,red,medium,5
3147,the number 97 in yellow colour and medium size,97,2,yellow,medium,2
3148,a large 138 in grey colour,138,3,grey,large,4
3149,a large orange number 126,126,3,orange,large,5
3150,a medium pink 771,771,3,pink,medium,1
3151,a medium red number 55,55,2,red,medium,5
3152,a small grey 30,30,2,grey,small,1
3153,a red number 211 of large size,211,3,red,large,3
3154,the number 9 in pink colour and small size,9,1,pink,small,2
3155,a large grey number 7401,7401,4,grey,large,5
3156,a large pink 17,17,2,pink,large,1
3157,a medium yellow number 9520,9520,4,yellow,medium,5
3158,the number 8498 in blue colour and large size,8498,4,blue,large,2
3159,a large pink number 2917,2917,4,pink,large,5
3160,a medium red number 51,51,2,red,medium,5
3161,a small yellow number 8029,8029,4,yellow,small,5
3162,a medium 7374 in brown colour,7374,4,brown,medium,4
3163,the number 9740 in purple colour and medium size,9740,4,purple,medium,2
3164,a small 12 in brown colour,12,2,brown,small,4
3165,an orange number 4457 of medium size,4457,4,orange,medium,3
3166,a pink number 7188 of medium size,7188,4,pink,medium,3
3167,a medium 106 in brown colour,106,3,brown,medium,4
3168,a large 8317 in grey colour,8317,4,grey,large,4
3169,a small pink 23,23,2,pink,small,1
3170,a yellow number 95 of medium size,95,2,yellow,medium,3
3171,a medium purple 7560,7560,4,purple,medium,1
3172,a medium purple number 39,39,2,purple,medium,5
3173,a large grey 21,21,2,grey,large,1
3174,a medium 362 in blue colour,362,3,blue,medium,4
3175,a small purple 148,148,3,purple,small,1
3176,a large brown number 6174,6174,4,brown,large,5
3177,a blue number 495 of small size,495,3,blue,small,3
3178,a large pink number 8390,8390,4,pink,large,5
3179,the number 680 in brown colour and medium size,680,3,brown,medium,2
3180,a small 6 in grey colour,6,1,grey,small,4
3181,a medium 32 in grey colour,32,2,grey,medium,4
3182,a red number 22 of medium size,22,2,red,medium,3
3183,a large orange number 5076,5076,4,orange,large,5
3184,the number 277 in brown colour and large size,277,3,brown,large,2
3185,a large orange number 9379,9379,4,orange,large,5
3186,a small 3272 in purple colour,3272,4,purple,small,4
3187,a small 264 in grey colour,264,3,grey,small,4
3188,a large green 369,369,3,green,large,1
3189,a medium 57 in brown colour,57,2,brown,medium,4
3190,a yellow number 475 of small size,475,3,yellow,small,3
3191,the number 888 in yellow colour and medium size,888,3,yellow,medium,2
3192,the number 149 in red colour and small size,149,3,red,small,2
3193,a pink number 7 of small size,7,1,pink,small,3
3194,a blue number 167 of small size,167,3,blue,small,3
3195,a medium blue 5919,5919,4,blue,medium,1
3196,a small red 340,340,3,red,small,1
3197,a small orange 98,98,2,orange,small,1
3198,a small purple number 6831,6831,4,purple,small,5
3199,a medium purple 519,519,3,purple,medium,1
3200,a medium orange 1265,1265,4,orange,medium,1
3201,the number 377 in yellow colour and medium size,377,3,yellow,medium,2
3202,a medium purple 40,40,2,purple,medium,1
3203,the number 864 in pink colour and small size,864,3,pink,small,2
3204,a small yellow number 46,46,2,yellow,small,5
3205,a small yellow 6,6,1,yellow,small,1
3206,a medium blue 137,137,3,blue,medium,1
3207,a brown number 69 of large size,69,2,brown,large,3
3208,the number 7 in brown colour and medium size,7,1,brown,medium,2
3209,a medium 8184 in grey colour,8184,4,grey,medium,4
3210,a small 427 in pink colour,427,3,pink,small,4
3211,a medium 1967 in red colour,1967,4,red,medium,4
3212,a small green 5,5,1,green,small,1
3213,a small orange number 1310,1310,4,orange,small,5
3214,a blue number 30 of medium size,30,2,blue,medium,3
3215,a blue number 980 of large size,980,3,blue,large,3
3216,a small 8622 in red colour,8622,4,red,small,4
3217,a yellow number 41 of large size,41,2,yellow,large,3
3218,a small yellow number 981,981,3,yellow,small,5
3219,a medium purple 2813,2813,4,purple,medium,1
3220,a medium orange 5991,5991,4,orange,medium,1
3221,a small 97 in red colour,97,2,red,small,4
3222,a medium red number 44,44,2,red,medium,5
3223,a red number 28 of small size,28,2,red,small,3
3224,a small red 7910,7910,4,red,small,1
3225,a brown number 6556 of small size,6556,4,brown,small,3
3226,a medium 507 in red colour,507,3,red,medium,4
3227,a small yellow number 1489,1489,4,yellow,small,5
3228,a small grey number 74,74,2,grey,small,5
3229,a large blue 417,417,3,blue,large,1
3230,a large grey number 456,456,3,grey,large,5
3231,the number 2 in purple colour and small size,2,1,purple,small,2
3232,the number 5 in pink colour and large size,5,1,pink,large,2
3233,a large purple 838,838,3,purple,large,1
3234,a large blue number 4,4,1,blue,large,5
3235,a purple number 2354 of small size,2354,4,purple,small,3
3236,a large orange number 24,24,2,orange,large,5
3237,a small blue number 4579,4579,4,blue,small,5
3238,a large 9552 in yellow colour,9552,4,yellow,large,4
3239,a large green 562,562,3,green,large,1
3240,a purple number 2311 of large size,2311,4,purple,large,3
3241,a small orange 6347,6347,4,orange,small,1
3242,a medium 58 in grey colour,58,2,grey,medium,4
3243,a medium purple 2239,2239,4,purple,medium,1
3244,a green number 535 of large size,535,3,green,large,3
3245,a green number 52 of large size,52,2,green,large,3
3246,a blue number 95 of small size,95,2,blue,small,3
3247,a small 437 in pink colour,437,3,pink,small,4
3248,a medium 727 in brown colour,727,3,brown,medium,4
3249,a medium orange number 1423,1423,4,orange,medium,5
3250,a medium blue 302,302,3,blue,medium,1
3251,the number 2186 in pink colour and small size,2186,4,pink,small,2
3252,the number 402 in green colour and large size,402,3,green,large,2
3253,a large grey 7034,7034,4,grey,large,1
3254,a medium grey 8165,8165,4,grey,medium,1
3255,a brown number 448 of small size,448,3,brown,small,3
3256,a medium purple number 7872,7872,4,purple,medium,5
3257,a small green number 85,85,2,green,small,5
3258,a blue number 23 of medium size,23,2,blue,medium,3
3259,the number 8454 in red colour and small size,8454,4,red,small,2
3260,the number 82 in green colour and medium size,82,2,green,medium,2
3261,a large blue 4148,4148,4,blue,large,1
3262,a purple number 84 of small size,84,2,purple,small,3
3263,a large blue 83,83,2,blue,large,1
3264,a green number 45 of small size,45,2,green,small,3
