sentence_id,template_id,sentence,board_state,x_count,x_positions,o_count,o_positions
3212,1,"X is in the bottom-left, the top-center, and the center, O is in the bottom-center and middle-right",_|X|_|_|X|O|X|O|_,3,"bottom-left, top-center, center",2,"bottom-center, middle-right"
3213,3,"X occupies the middle-left, the center, the top-right, and the middle-right, O occupies the top-center, the top-left, and the bottom-center",O|O|X|X|X|X|_|O|_,4,"middle-left, center, top-right, middle-right",3,"top-center, top-left, bottom-center"
3214,1,"X is in the top-right, the center, and the bottom-right, O is in the top-left and middle-left",O|_|X|O|X|_|_|_|X,3,"top-right, center, bottom-right",2,"top-left, middle-left"
3215,4,"X is placed in the middle-left, the middle-right, and the top-left, O is placed in the bottom-left and top-center",X|O|_|X|_|X|O|_|_,3,"middle-left, middle-right, top-left",2,"bottom-left, top-center"
3216,5,"X marks the top-center, the middle-right, the top-right, the middle-left, and the top-left, O marks the bottom-center, the bottom-right, the bottom-left, and the center",X|X|X|X|O|X|O|O|O,5,"top-center, middle-right, top-right, middle-left, top-left",4,"bottom-center, bottom-right, bottom-left, center"
3217,1,"X is in the top-center, the center, the bottom-left, and the bottom-right, O is in the top-right, the top-left, the middle-right, and the bottom-center",O|X|O|_|X|O|X|O|X,4,"top-center, center, bottom-left, bottom-right",4,"top-right, top-left, middle-right, bottom-center"
3218,2,"X has played in the center, the bottom-right, and the bottom-center, O has played in the top-right, the middle-left, and the bottom-left",_|_|O|O|X|_|O|X|X,3,"center, bottom-right, bottom-center",3,"top-right, middle-left, bottom-left"
3219,3,"X occupies the top-left, the top-right, and the middle-right, O occupies the bottom-center, the center, and the middle-left",X|_|X|O|O|X|_|O|_,3,"top-left, top-right, middle-right",3,"bottom-center, center, middle-left"
3220,4,"X is placed in the top-left and bottom-right, O is placed in the middle-right and bottom-left",X|_|_|_|_|O|O|_|X,2,"top-left, bottom-right",2,"middle-right, bottom-left"
3221,1,"X is in the top-left, the bottom-left, the top-center, and the bottom-center, O is in the middle-left, the middle-right, and the top-right",X|X|O|O|_|O|X|X|_,4,"top-left, bottom-left, top-center, bottom-center",3,"middle-left, middle-right, top-right"
3222,5,"X marks the bottom-right, the top-center, the center, the middle-right, and the top-left, O marks the top-right, the bottom-center, the bottom-left, and the middle-left",X|X|O|O|X|X|O|O|X,5,"bottom-right, top-center, center, middle-right, top-left",4,"top-right, bottom-center, bottom-left, middle-left"
3223,1,"X is in the bottom-left, the top-right, the bottom-right, the middle-left, and the center, O is in the top-left, the top-center, the middle-right, and the bottom-center",O|O|X|X|X|O|X|O|X,5,"bottom-left, top-right, bottom-right, middle-left, center",4,"top-left, top-center, middle-right, bottom-center"
3224,3,"X occupies the middle-right and top-right, O occupies the bottom-right",_|_|X|_|_|X|_|_|O,2,"middle-right, top-right",1,bottom-right
3225,5,"X marks the bottom-right, the middle-left, the bottom-left, and the top-center, O marks the middle-right, the center, and the bottom-center",_|X|_|X|O|O|X|O|X,4,"bottom-right, middle-left, bottom-left, top-center",3,"middle-right, center, bottom-center"
3226,2,"X has played in the middle-left, O has played in the top-right",_|_|O|X|_|_|_|_|_,1,middle-left,1,top-right
3227,3,"X occupies the middle-right, the top-left, and the top-center, O occupies the top-right, the middle-left, and the bottom-center",X|X|O|O|_|X|_|O|_,3,"middle-right, top-left, top-center",3,"top-right, middle-left, bottom-center"
3228,4,"X is placed in the middle-left, the bottom-left, and the middle-right, O is placed in the bottom-right and top-left",O|_|_|X|_|X|X|_|O,3,"middle-left, bottom-left, middle-right",2,"bottom-right, top-left"
3229,1,"X is in the bottom-left, O is in the middle-left",_|_|_|O|_|_|X|_|_,1,bottom-left,1,middle-left
3230,2,"X has played in the middle-right, the center, the top-right, the top-center, and the bottom-center, O has played in the bottom-left, the middle-left, the bottom-right, and the top-left",O|X|X|O|X|X|O|X|O,5,"middle-right, center, top-right, top-center, bottom-center",4,"bottom-left, middle-left, bottom-right, top-left"
3231,5,"X marks the middle-right and top-left, O marks the center and bottom-center",X|_|_|_|O|X|_|O|_,2,"middle-right, top-left",2,"center, bottom-center"
3232,1,"X is in the top-center, the center, the top-right, the bottom-left, and the middle-left, O is in the bottom-center, the bottom-right, the top-left, and the middle-right",O|X|X|X|X|O|X|O|O,5,"top-center, center, top-right, bottom-left, middle-left",4,"bottom-center, bottom-right, top-left, middle-right"
3233,5,"X marks the top-center, the top-left, the middle-right, the top-right, and the bottom-center, O marks the center, the bottom-right, the bottom-left, and the middle-left",X|X|X|O|O|X|O|X|O,5,"top-center, top-left, middle-right, top-right, bottom-center",4,"center, bottom-right, bottom-left, middle-left"
3234,1,"X is in the center and bottom-right, O is in the bottom-left and top-right",_|_|O|_|X|_|O|_|X,2,"center, bottom-right",2,"bottom-left, top-right"
3235,3,"X occupies the top-right, O occupies the center",_|_|X|_|O|_|_|_|_,1,top-right,1,center
3236,4,"X is placed in the bottom-center, O is placed in the middle-left",_|_|_|O|_|_|_|X|_,1,bottom-center,1,middle-left
3237,1,"X is in the bottom-center, the top-left, the middle-left, the top-center, and the bottom-left, O is in the middle-right, the top-right, the center, and the bottom-right",X|X|O|X|O|O|X|X|O,5,"bottom-center, top-left, middle-left, top-center, bottom-left",4,"middle-right, top-right, center, bottom-right"
3238,4,"X is placed in the top-right, the bottom-center, and the top-center, O is placed in the bottom-left, the bottom-right, and the center",_|X|X|_|O|_|O|X|O,3,"top-right, bottom-center, top-center",3,"bottom-left, bottom-right, center"
3239,2,"X has played in the bottom-center, the center, the bottom-right, the top-center, and the middle-right, O has played in the middle-left, the top-right, the bottom-left, and the top-left",O|X|O|O|X|X|O|X|X,5,"bottom-center, center, bottom-right, top-center, middle-right",4,"middle-left, top-right, bottom-left, top-left"
3240,1,"X is in the center, the bottom-right, the top-center, the top-right, and the middle-right, O is in the middle-left, the bottom-center, the top-left, and the bottom-left",O|X|X|O|X|X|O|O|X,5,"center, bottom-right, top-center, top-right, middle-right",4,"middle-left, bottom-center, top-left, bottom-left"
3241,4,"X is placed in the bottom-left, the bottom-right, the middle-left, the top-center, and the middle-right, O is placed in the top-right, the top-left, the bottom-center, and the center",O|X|O|X|O|X|X|O|X,5,"bottom-left, bottom-right, middle-left, top-center, middle-right",4,"top-right, top-left, bottom-center, center"
3242,1,"X is in the top-left, the top-right, the top-center, the center, and the middle-left, O is in the bottom-left, the middle-right, the bottom-center, and the bottom-right",X|X|X|X|X|O|O|O|O,5,"top-left, top-right, top-center, center, middle-left",4,"bottom-left, middle-right, bottom-center, bottom-right"
3243,3,"X occupies the top-left, the bottom-center, the middle-left, the center, and the bottom-left, O occupies the top-right, the bottom-right, the middle-right, and the top-center",X|O|O|X|X|O|X|X|O,5,"top-left, bottom-center, middle-left, center, bottom-left",4,"top-right, bottom-right, middle-right, top-center"
3244,5,"X marks the top-right, the middle-left, the top-left, the center, and the middle-right, O marks the bottom-right, the top-center, the bottom-left, and the bottom-center",X|O|X|X|X|X|O|O|O,5,"top-right, middle-left, top-left, center, middle-right",4,"bottom-right, top-center, bottom-left, bottom-center"
3245,3,"X occupies the top-center, the center, the middle-right, and the bottom-center, O occupies the middle-left, the top-right, the bottom-left, and the bottom-right",_|X|O|O|X|X|O|X|O,4,"top-center, center, middle-right, bottom-center",4,"middle-left, top-right, bottom-left, bottom-right"
3246,1,"X is in the bottom-left, O is in the top-center",_|O|_|_|_|_|X|_|_,1,bottom-left,1,top-center
3247,3,"X occupies the top-left and middle-right, O occupies the bottom-left",X|_|_|_|_|X|O|_|_,2,"top-left, middle-right",1,bottom-left
3248,5,"X marks the bottom-center, the top-left, the center, the top-right, and the bottom-left, O marks the middle-right, the middle-left, the top-center, and the bottom-right",X|O|X|O|X|O|X|X|O,5,"bottom-center, top-left, center, top-right, bottom-left",4,"middle-right, middle-left, top-center, bottom-right"
3249,2,"X has played in the top-center, the bottom-right, the top-left, and the bottom-left, O has played in the middle-right, the bottom-center, and the center",X|X|_|_|O|O|X|O|X,4,"top-center, bottom-right, top-left, bottom-left",3,"middle-right, bottom-center, center"
3250,4,"X is placed in the top-left, the top-center, and the top-right, O is placed in the center and middle-left",X|X|X|O|O|_|_|_|_,3,"top-left, top-center, top-right",2,"center, middle-left"
3251,3,"X occupies the bottom-center, the middle-right, the center, and the top-right, O occupies the bottom-left, the top-left, the middle-left, and the bottom-right",O|_|X|O|X|X|O|X|O,4,"bottom-center, middle-right, center, top-right",4,"bottom-left, top-left, middle-left, bottom-right"
3252,4,"X is placed in the middle-right, the top-left, the top-right, the bottom-right, and the middle-left, O is placed in the bottom-center, the center, the top-center, and the bottom-left",X|O|X|X|O|X|O|O|X,5,"middle-right, top-left, top-right, bottom-right, middle-left",4,"bottom-center, center, top-center, bottom-left"
3253,1,"X is in the top-center and top-right, O is in the bottom-center",_|X|X|_|_|_|_|O|_,2,"top-center, top-right",1,bottom-center
3254,2,"X has played in the top-right, the middle-left, and the top-left, O has played in the top-center and center",X|O|X|X|O|_|_|_|_,3,"top-right, middle-left, top-left",2,"top-center, center"
3255,5,"X marks the top-right and bottom-right, O marks the center and bottom-left",_|_|X|_|O|_|O|_|X,2,"top-right, bottom-right",2,"center, bottom-left"
3256,4,"X is placed in the top-left, the top-right, and the top-center, O is placed in the center, the bottom-left, and the middle-right",X|X|X|_|O|O|O|_|_,3,"top-left, top-right, top-center",3,"center, bottom-left, middle-right"
3257,1,"X is in the top-right and bottom-right, O is in the bottom-center",_|_|X|_|_|_|_|O|X,2,"top-right, bottom-right",1,bottom-center
3258,1,"X is in the middle-right, the top-center, and the top-left, O is in the top-right and bottom-right",X|X|O|_|_|X|_|_|O,3,"middle-right, top-center, top-left",2,"top-right, bottom-right"
3259,3,"X occupies the bottom-left, the top-left, and the top-center, O occupies the bottom-right and center",X|X|_|_|O|_|X|_|O,3,"bottom-left, top-left, top-center",2,"bottom-right, center"
3260,2,"X has played in the middle-right, the top-center, the center, and the top-right, O has played in the bottom-left, the middle-left, and the bottom-center",_|X|X|O|X|X|O|O|_,4,"middle-right, top-center, center, top-right",3,"bottom-left, middle-left, bottom-center"
3261,2,"X has played in the bottom-right, the top-right, the bottom-left, the top-left, and the middle-left, O has played in the bottom-center, the center, the middle-right, and the top-center",X|O|X|X|O|O|X|O|X,5,"bottom-right, top-right, bottom-left, top-left, middle-left",4,"bottom-center, center, middle-right, top-center"
3262,4,"X is placed in the top-center, the bottom-center, the top-right, the middle-right, and the center, O is placed in the top-left, the middle-left, the bottom-right, and the bottom-left",O|X|X|O|X|X|O|X|O,5,"top-center, bottom-center, top-right, middle-right, center",4,"top-left, middle-left, bottom-right, bottom-left"
3263,4,"X is placed in the center, the middle-left, and the bottom-right, O is placed in the middle-right and bottom-center",_|_|_|X|X|O|_|O|X,3,"center, middle-left, bottom-right",2,"middle-right, bottom-center"
3264,2,"X has played in the top-left, the bottom-right, the middle-right, the bottom-left, and the top-right, O has played in the top-center, the middle-left, the bottom-center, and the center",X|O|X|O|O|X|X|O|X,5,"top-left, bottom-right, middle-right, bottom-left, top-right",4,"top-center, middle-left, bottom-center, center"
3265,2,"X has played in the top-right, the bottom-left, and the middle-left, O has played in the center, the middle-right, and the top-left",O|_|X|X|O|O|X|_|_,3,"top-right, bottom-left, middle-left",3,"center, middle-right, top-left"
3266,4,"X is placed in the bottom-right, the center, and the top-left, O is placed in the top-center, the middle-right, and the middle-left",X|O|_|O|X|O|_|_|X,3,"bottom-right, center, top-left",3,"top-center, middle-right, middle-left"
3267,2,"X has played in the bottom-center, the bottom-right, the middle-right, the center, and the top-left, O has played in the top-center, the middle-left, the bottom-left, and the top-right",X|O|O|O|X|X|O|X|X,5,"bottom-center, bottom-right, middle-right, center, top-left",4,"top-center, middle-left, bottom-left, top-right"
3268,1,"X is in the bottom-center, the bottom-right, the bottom-left, the middle-right, and the top-right, O is in the top-left, the center, the middle-left, and the top-center",O|O|X|O|O|X|X|X|X,5,"bottom-center, bottom-right, bottom-left, middle-right, top-right",4,"top-left, center, middle-left, top-center"
3269,3,"X occupies the bottom-left, the middle-right, the bottom-right, the center, and the middle-left, O occupies the top-right, the top-center, the bottom-center, and the top-left",O|O|O|X|X|X|X|O|X,5,"bottom-left, middle-right, bottom-right, center, middle-left",4,"top-right, top-center, bottom-center, top-left"
3270,2,"X has played in the middle-left, O has played in the bottom-right",_|_|_|X|_|_|_|_|O,1,middle-left,1,bottom-right
3271,2,"X has played in the bottom-center, the middle-right, the top-right, and the top-center, O has played in the top-left, the bottom-left, and the bottom-right",O|X|X|_|_|X|O|X|O,4,"bottom-center, middle-right, top-right, top-center",3,"top-left, bottom-left, bottom-right"
3272,4,"X is placed in the bottom-left, the center, the bottom-right, the top-left, and the middle-left, O is placed in the top-center, the bottom-center, the top-right, and the middle-right",X|O|O|X|X|O|X|O|X,5,"bottom-left, center, bottom-right, top-left, middle-left",4,"top-center, bottom-center, top-right, middle-right"
3273,5,"X marks the top-right, the top-center, and the middle-left, O marks the bottom-left and top-left",O|X|X|X|_|_|O|_|_,3,"top-right, top-center, middle-left",2,"bottom-left, top-left"
3274,3,"X occupies the bottom-right, the bottom-center, the top-right, and the middle-left, O occupies the middle-right, the bottom-left, and the center",_|_|X|X|O|O|O|X|X,4,"bottom-right, bottom-center, top-right, middle-left",3,"middle-right, bottom-left, center"
3275,3,"X occupies the bottom-right, the top-center, the top-left, and the center, O occupies the bottom-left, the middle-right, the bottom-center, and the middle-left",X|X|_|O|X|O|O|O|X,4,"bottom-right, top-center, top-left, center",4,"bottom-left, middle-right, bottom-center, middle-left"
3276,4,"X is placed in the center, the bottom-left, and the top-left, O is placed in the top-center, the top-right, and the bottom-right",X|O|O|_|X|_|X|_|O,3,"center, bottom-left, top-left",3,"top-center, top-right, bottom-right"
3277,4,"X is placed in the bottom-center, the bottom-left, and the middle-right, O is placed in the top-left and bottom-right",O|_|_|_|_|X|X|X|O,3,"bottom-center, bottom-left, middle-right",2,"top-left, bottom-right"
3278,4,"X is placed in the middle-left, O is placed in the top-center",_|O|_|X|_|_|_|_|_,1,middle-left,1,top-center
3279,3,"X occupies the top-left, the bottom-center, and the middle-right, O occupies the center, the top-right, and the bottom-right",X|_|O|_|O|X|_|X|O,3,"top-left, bottom-center, middle-right",3,"center, top-right, bottom-right"
3280,2,"X has played in the top-left, the top-right, the bottom-left, the center, and the middle-right, O has played in the top-center, the bottom-right, the middle-left, and the bottom-center",X|O|X|O|X|X|X|O|O,5,"top-left, top-right, bottom-left, center, middle-right",4,"top-center, bottom-right, middle-left, bottom-center"
3281,3,"X occupies the top-left, the bottom-right, the bottom-center, and the top-right, O occupies the middle-right, the center, the top-center, and the bottom-left",X|O|X|_|O|O|O|X|X,4,"top-left, bottom-right, bottom-center, top-right",4,"middle-right, center, top-center, bottom-left"
3282,3,"X occupies the middle-right, the middle-left, the bottom-left, the bottom-center, and the bottom-right, O occupies the top-left, the top-center, the top-right, and the center",O|O|O|X|O|X|X|X|X,5,"middle-right, middle-left, bottom-left, bottom-center, bottom-right",4,"top-left, top-center, top-right, center"
3283,3,"X occupies the middle-left, O occupies the bottom-left",_|_|_|X|_|_|O|_|_,1,middle-left,1,bottom-left
3284,2,"X has played in the bottom-left, the middle-left, the middle-right, the bottom-right, and the center, O has played in the top-right, the bottom-center, the top-center, and the top-left",O|O|O|X|X|X|X|O|X,5,"bottom-left, middle-left, middle-right, bottom-right, center",4,"top-right, bottom-center, top-center, top-left"
3285,3,"X occupies the center, the bottom-left, the top-right, the middle-right, and the middle-left, O occupies the top-center, the bottom-center, the bottom-right, and the top-left",O|O|X|X|X|X|X|O|O,5,"center, bottom-left, top-right, middle-right, middle-left",4,"top-center, bottom-center, bottom-right, top-left"
3286,2,"X has played in the bottom-right and bottom-center, O has played in the middle-right and bottom-left",_|_|_|_|_|O|O|X|X,2,"bottom-right, bottom-center",2,"middle-right, bottom-left"
3287,2,"X has played in the bottom-center, the middle-right, the top-center, the bottom-left, and the bottom-right, O has played in the center, the top-left, the top-right, and the middle-left",O|X|O|O|O|X|X|X|X,5,"bottom-center, middle-right, top-center, bottom-left, bottom-right",4,"center, top-left, top-right, middle-left"
3288,2,"X has played in the bottom-right, the bottom-left, the top-center, the bottom-center, and the top-right, O has played in the middle-left, the top-left, the center, and the middle-right",O|X|X|O|O|O|X|X|X,5,"bottom-right, bottom-left, top-center, bottom-center, top-right",4,"middle-left, top-left, center, middle-right"
3289,3,"X occupies the bottom-center, the middle-left, the top-center, and the bottom-left, O occupies the top-right, the middle-right, the center, and the top-left",O|X|O|X|O|O|X|X|_,4,"bottom-center, middle-left, top-center, bottom-left",4,"top-right, middle-right, center, top-left"
3290,4,"X is placed in the middle-right and bottom-center, O is placed in the bottom-right and top-center",_|O|_|_|_|X|_|X|O,2,"middle-right, bottom-center",2,"bottom-right, top-center"
3291,2,"X has played in the bottom-left, the center, the top-right, and the middle-left, O has played in the top-left, the top-center, the bottom-center, and the middle-right",O|O|X|X|X|O|X|O|_,4,"bottom-left, center, top-right, middle-left",4,"top-left, top-center, bottom-center, middle-right"
3292,1,"X is in the top-left, the middle-left, the bottom-center, and the center, O is in the bottom-left, the top-right, the top-center, and the bottom-right",X|O|O|X|X|_|O|X|O,4,"top-left, middle-left, bottom-center, center",4,"bottom-left, top-right, top-center, bottom-right"
3293,4,"X is placed in the bottom-right, the middle-left, the top-center, the bottom-center, and the top-right, O is placed in the top-left, the center, the middle-right, and the bottom-left",O|X|X|X|O|O|O|X|X,5,"bottom-right, middle-left, top-center, bottom-center, top-right",4,"top-left, center, middle-right, bottom-left"
3294,2,"X has played in the center, the bottom-left, and the bottom-center, O has played in the top-left and middle-left",O|_|_|O|X|_|X|X|_,3,"center, bottom-left, bottom-center",2,"top-left, middle-left"
3295,2,"X has played in the bottom-right and top-left, O has played in the middle-right and top-right",X|_|O|_|_|O|_|_|X,2,"bottom-right, top-left",2,"middle-right, top-right"
3296,1,"X is in the center, the middle-right, and the top-right, O is in the top-center, the bottom-left, and the bottom-center",_|O|X|_|X|X|O|O|_,3,"center, middle-right, top-right",3,"top-center, bottom-left, bottom-center"
3297,1,"X is in the bottom-left, the bottom-right, the top-right, the middle-right, and the middle-left, O is in the top-center, the top-left, the bottom-center, and the center",O|O|X|X|O|X|X|O|X,5,"bottom-left, bottom-right, top-right, middle-right, middle-left",4,"top-center, top-left, bottom-center, center"
3298,4,"X is placed in the top-left and bottom-center, O is placed in the center and bottom-left",X|_|_|_|O|_|O|X|_,2,"top-left, bottom-center",2,"center, bottom-left"
3299,2,"X has played in the top-right, the middle-right, and the bottom-left, O has played in the bottom-center and top-left",O|_|X|_|_|X|X|O|_,3,"top-right, middle-right, bottom-left",2,"bottom-center, top-left"
3300,1,"X is in the middle-right, the middle-left, the center, the top-left, and the bottom-right, O is in the bottom-left, the top-center, the top-right, and the bottom-center",X|O|O|X|X|X|O|O|X,5,"middle-right, middle-left, center, top-left, bottom-right",4,"bottom-left, top-center, top-right, bottom-center"
3301,4,"X is placed in the middle-right, the center, and the top-right, O is placed in the bottom-left and bottom-center",_|_|X|_|X|X|O|O|_,3,"middle-right, center, top-right",2,"bottom-left, bottom-center"
3302,1,"X is in the bottom-right, the middle-right, the bottom-left, and the top-right, O is in the middle-left, the top-left, the bottom-center, and the center",O|_|X|O|O|X|X|O|X,4,"bottom-right, middle-right, bottom-left, top-right",4,"middle-left, top-left, bottom-center, center"
3303,4,"X is placed in the top-center, the middle-right, the bottom-center, and the center, O is placed in the top-left, the bottom-right, and the middle-left",O|X|_|O|X|X|_|X|O,4,"top-center, middle-right, bottom-center, center",3,"top-left, bottom-right, middle-left"
3304,3,"X occupies the bottom-left and bottom-right, O occupies the middle-left",_|_|_|O|_|_|X|_|X,2,"bottom-left, bottom-right",1,middle-left
3305,1,"X is in the bottom-right, the bottom-center, and the bottom-left, O is in the top-center and middle-right",_|O|_|_|_|O|X|X|X,3,"bottom-right, bottom-center, bottom-left",2,"top-center, middle-right"
3306,5,"X marks the bottom-left and top-center, O marks the middle-left and center",_|X|_|O|O|_|X|_|_,2,"bottom-left, top-center",2,"middle-left, center"
3307,5,"X marks the bottom-right and top-center, O marks the bottom-left and bottom-center",_|X|_|_|_|_|O|O|X,2,"bottom-right, top-center",2,"bottom-left, bottom-center"
3308,4,"X is placed in the middle-left, the top-center, and the bottom-center, O is placed in the top-left and middle-right",O|X|_|X|_|O|_|X|_,3,"middle-left, top-center, bottom-center",2,"top-left, middle-right"
3309,4,"X is placed in the bottom-center, the top-left, the top-right, the bottom-right, and the middle-left, O is placed in the center, the bottom-left, the middle-right, and the top-center",X|O|X|X|O|O|O|X|X,5,"bottom-center, top-left, top-right, bottom-right, middle-left",4,"center, bottom-left, middle-right, top-center"
3310,3,"X occupies the top-right, the middle-right, and the bottom-left, O occupies the top-center and bottom-right",_|O|X|_|_|X|X|_|O,3,"top-right, middle-right, bottom-left",2,"top-center, bottom-right"
3311,3,"X occupies the top-right and middle-left, O occupies the center and middle-right",_|_|X|X|O|O|_|_|_,2,"top-right, middle-left",2,"center, middle-right"
3312,4,"X is placed in the top-center, the bottom-center, the bottom-right, the center, and the top-right, O is placed in the middle-left, the top-left, the bottom-left, and the middle-right",O|X|X|O|X|O|O|X|X,5,"top-center, bottom-center, bottom-right, center, top-right",4,"middle-left, top-left, bottom-left, middle-right"
3313,2,"X has played in the top-left and bottom-center, O has played in the bottom-right and middle-right",X|_|_|_|_|O|_|X|O,2,"top-left, bottom-center",2,"bottom-right, middle-right"
3314,1,"X is in the top-center and top-right, O is in the center and middle-left",_|X|X|O|O|_|_|_|_,2,"top-center, top-right",2,"center, middle-left"
3315,1,"X is in the middle-left and top-right, O is in the bottom-left",_|_|X|X|_|_|O|_|_,2,"middle-left, top-right",1,bottom-left
3316,5,"X marks the middle-right, the bottom-center, the bottom-left, the bottom-right, and the top-left, O marks the middle-left, the center, the top-center, and the top-right",X|O|O|O|O|X|X|X|X,5,"middle-right, bottom-center, bottom-left, bottom-right, top-left",4,"middle-left, center, top-center, top-right"
3317,3,"X occupies the center and middle-left, O occupies the bottom-right and top-right",_|_|O|X|X|_|_|_|O,2,"center, middle-left",2,"bottom-right, top-right"
3318,1,"X is in the middle-left, the top-left, and the bottom-right, O is in the center, the bottom-center, and the top-center",X|O|_|X|O|_|_|O|X,3,"middle-left, top-left, bottom-right",3,"center, bottom-center, top-center"
3319,5,"X marks the middle-left, the top-center, the bottom-center, and the bottom-left, O marks the center, the bottom-right, and the middle-right",_|X|_|X|O|O|X|X|O,4,"middle-left, top-center, bottom-center, bottom-left",3,"center, bottom-right, middle-right"
3320,1,"X is in the top-right and center, O is in the bottom-center and middle-left",_|_|X|O|X|_|_|O|_,2,"top-right, center",2,"bottom-center, middle-left"
3321,2,"X has played in the center, the top-center, the bottom-left, and the middle-right, O has played in the top-left, the bottom-right, and the top-right",O|X|O|_|X|X|X|_|O,4,"center, top-center, bottom-left, middle-right",3,"top-left, bottom-right, top-right"
3322,2,"X has played in the top-right, the bottom-center, and the middle-right, O has played in the middle-left and bottom-left",_|_|X|O|_|X|O|X|_,3,"top-right, bottom-center, middle-right",2,"middle-left, bottom-left"
3323,1,"X is in the top-right, the top-left, and the middle-right, O is in the bottom-right, the center, and the bottom-left",X|_|X|_|O|X|O|_|O,3,"top-right, top-left, middle-right",3,"bottom-right, center, bottom-left"
3324,1,"X is in the center and top-left, O is in the top-right",X|_|O|_|X|_|_|_|_,2,"center, top-left",1,top-right
3325,5,"X marks the bottom-center, the middle-right, the bottom-right, and the bottom-left, O marks the center, the top-right, the top-center, and the middle-left",_|O|O|O|O|X|X|X|X,4,"bottom-center, middle-right, bottom-right, bottom-left",4,"center, top-right, top-center, middle-left"
3326,1,"X is in the top-center, O is in the middle-left",_|X|_|O|_|_|_|_|_,1,top-center,1,middle-left
3327,4,"X is placed in the middle-left, the bottom-left, the bottom-right, and the middle-right, O is placed in the top-left, the top-right, the top-center, and the center",O|O|O|X|O|X|X|_|X,4,"middle-left, bottom-left, bottom-right, middle-right",4,"top-left, top-right, top-center, center"
3328,2,"X has played in the center, the bottom-left, and the top-center, O has played in the bottom-center, the bottom-right, and the middle-right",_|X|_|_|X|O|X|O|O,3,"center, bottom-left, top-center",3,"bottom-center, bottom-right, middle-right"
3329,2,"X has played in the bottom-center, the middle-left, the top-right, and the bottom-right, O has played in the top-center, the top-left, the middle-right, and the bottom-left",O|O|X|X|_|O|O|X|X,4,"bottom-center, middle-left, top-right, bottom-right",4,"top-center, top-left, middle-right, bottom-left"
3330,3,"X occupies the bottom-center, the top-left, the center, the middle-left, and the middle-right, O occupies the top-right, the bottom-right, the bottom-left, and the top-center",X|O|O|X|X|X|O|X|O,5,"bottom-center, top-left, center, middle-left, middle-right",4,"top-right, bottom-right, bottom-left, top-center"
3331,3,"X occupies the bottom-center, the top-left, and the middle-right, O occupies the middle-left and center",X|_|_|O|O|X|_|X|_,3,"bottom-center, top-left, middle-right",2,"middle-left, center"
3332,4,"X is placed in the middle-left, the top-center, and the center, O is placed in the bottom-right and bottom-left",_|X|_|X|X|_|O|_|O,3,"middle-left, top-center, center",2,"bottom-right, bottom-left"
3333,3,"X occupies the top-left, the middle-left, the center, the top-center, and the bottom-center, O occupies the top-right, the middle-right, the bottom-right, and the bottom-left",X|X|O|X|X|O|O|X|O,5,"top-left, middle-left, center, top-center, bottom-center",4,"top-right, middle-right, bottom-right, bottom-left"
3334,5,"X marks the bottom-right, the center, and the top-center, O marks the middle-right, the bottom-left, and the top-left",O|X|_|_|X|O|O|_|X,3,"bottom-right, center, top-center",3,"middle-right, bottom-left, top-left"
3335,4,"X is placed in the top-right, the top-center, the bottom-left, the center, and the middle-left, O is placed in the top-left, the bottom-right, the middle-right, and the bottom-center",O|X|X|X|X|O|X|O|O,5,"top-right, top-center, bottom-left, center, middle-left",4,"top-left, bottom-right, middle-right, bottom-center"
3336,5,"X marks the bottom-right, the middle-left, and the bottom-left, O marks the top-left, the bottom-center, and the center",O|_|_|X|O|_|X|O|X,3,"bottom-right, middle-left, bottom-left",3,"top-left, bottom-center, center"
3337,3,"X occupies the bottom-center, the top-right, the center, and the middle-left, O occupies the bottom-right, the top-left, and the top-center",O|O|X|X|X|_|_|X|O,4,"bottom-center, top-right, center, middle-left",3,"bottom-right, top-left, top-center"
3338,4,"X is placed in the top-right, the bottom-right, the bottom-left, the center, and the middle-left, O is placed in the bottom-center, the top-center, the top-left, and the middle-right",O|O|X|X|X|O|X|O|X,5,"top-right, bottom-right, bottom-left, center, middle-left",4,"bottom-center, top-center, top-left, middle-right"
3339,5,"X marks the top-center, the middle-right, and the middle-left, O marks the center and bottom-left",_|X|_|X|O|X|O|_|_,3,"top-center, middle-right, middle-left",2,"center, bottom-left"
3340,3,"X occupies the middle-left, the top-right, and the center, O occupies the bottom-center, the middle-right, and the bottom-right",_|_|X|X|X|O|_|O|O,3,"middle-left, top-right, center",3,"bottom-center, middle-right, bottom-right"
3341,1,"X is in the top-right and center, O is in the bottom-left",_|_|X|_|X|_|O|_|_,2,"top-right, center",1,bottom-left
3342,3,"X occupies the top-right, the bottom-right, the middle-left, the bottom-center, and the center, O occupies the bottom-left, the middle-right, the top-left, and the top-center",O|O|X|X|X|O|O|X|X,5,"top-right, bottom-right, middle-left, bottom-center, center",4,"bottom-left, middle-right, top-left, top-center"
3343,5,"X marks the bottom-left, the top-left, and the top-center, O marks the middle-right, the center, and the top-right",X|X|O|_|O|O|X|_|_,3,"bottom-left, top-left, top-center",3,"middle-right, center, top-right"
3344,4,"X is placed in the top-left, the bottom-right, the top-right, and the top-center, O is placed in the bottom-left, the middle-right, the center, and the bottom-center",X|X|X|_|O|O|O|O|X,4,"top-left, bottom-right, top-right, top-center",4,"bottom-left, middle-right, center, bottom-center"
